date,state,tot_cases,conf_cases
13/04/20,AK,277,
13/04/20,GA,13289,13282
13/04/20,PR,903,
13/04/20,NJ,64584,
13/04/20,ID,1486,
13/04/20,CA,36642,
13/04/20,DC,1955,
13/04/20,OR,1584,
13/04/20,MO,5123,
13/04/20,FSM,0,
13/04/20,WY,373,275
13/04/20,SC,3554,3554
13/04/20,KY,2048,
13/04/20,NE,871,
13/04/20,DE,1761,
13/04/20,WI,3428,
13/04/20,VT,748,
13/04/20,NC,4816,4816
13/04/20,VA,6171,
13/04/20,NH,1020,
13/04/20,AL,5777,5492
13/04/20,ND,331,
13/04/20,GU,135,
13/04/20,VI,51,
13/04/20,IL,22025,
13/04/20,CT,13381,
13/04/20,AZ,3702,
13/04/20,MD,9472,
13/04/20,MT,398,
13/04/20,MI,33905,32723
13/04/20,LA,21016,
13/04/20,ME,698,
13/04/20,WA,10538,
13/04/20,RI,3346,
13/04/20,MN,1695,
13/04/20,IN,8236,
13/04/20,MS,4363,4339
13/04/20,NV,2971,
13/04/20,RMI,0,
13/04/20,OK,2793,
13/04/20,TN,5810,5793
13/04/20,NYC,106813,
13/04/20,WV,626,
13/04/20,KS,1376,
13/04/20,TX,13906,
13/04/20,FL,20394,
13/04/20,PA,24199,
13/04/20,NY,88268,
13/04/20,AR,1410,
13/04/20,OH,6975,6881
13/04/20,UT,2392,
13/04/20,MA,26867,
13/04/20,SD,868,
13/04/20,CO,7691,
13/04/20,NM,1345,
13/04/20,MP,11,
14/04/20,PR,923,
14/04/20,KS,1477,
14/04/20,PA,25345,
14/04/20,MP,13,
14/04/20,RMI,0,
14/04/20,HI,524,
14/04/20,NYC,110091,
14/04/20,IA,1899,
14/04/20,UT,2453,
14/04/20,OK,2901,
14/04/20,CO,7941,
14/04/20,TN,6162,6145
14/04/20,TX,14624,
14/04/20,NC,5024,5024
14/04/20,MI,35065,33818
14/04/20,FSM,0,
14/04/20,NJ,68824,
14/04/20,MT,404,
14/04/20,CT,13989,
14/04/20,WI,3555,
14/04/20,AZ,3806,
14/04/20,KY,2210,
14/04/20,MS,4578,4554
14/04/20,ID,1486,
14/04/20,ND,341,
14/04/20,MN,1809,
14/04/20,AL,5964,5670
14/04/20,GU,135,
14/04/20,LA,21518,
14/04/20,ME,734,
14/04/20,VA,6500,
14/04/20,NV,3088,
14/04/20,VT,750,
14/04/20,IN,8527,
14/04/20,SC,3684,3684
14/04/20,CA,38122,
14/04/20,DC,2058,
14/04/20,MD,10032,
14/04/20,WA,10694,
14/04/20,IL,23247,
14/04/20,WY,494,393
14/04/20,DE,1926,
14/04/20,NE,901,
14/04/20,OR,1633,
14/04/20,RI,3613,
14/04/20,NH,1091,
14/04/20,MO,5321,
14/04/20,VI,51,
14/04/20,GA,14133,14126
14/04/20,NM,1407,
14/04/20,AK,285,
14/04/20,WV,694,
14/04/20,NY,91743,
14/04/20,AS,0,
14/04/20,PW,0,
14/04/20,SD,1168,
14/04/20,FL,20984,
14/04/20,MA,28163,
14/04/20,AR,1498,
14/04/20,OH,7280,7153
15/04/20,GA,14819,14812
15/04/20,TN,6399,6382
15/04/20,NY,95477,
15/04/20,UT,2637,
15/04/20,SD,1168,
15/04/20,WV,718,
15/04/20,OH,7791,7628
15/04/20,NYC,116073,116073
15/04/20,MP,13,
15/04/20,PW,0,
15/04/20,TX,15492,
15/04/20,KY,2291,
15/04/20,WI,3721,
15/04/20,DE,2014,
15/04/20,NH,1139,
15/04/20,VT,759,
15/04/20,CT,14755,
15/04/20,AZ,3962,
15/04/20,DC,2197,
15/04/20,LA,21951,
15/04/20,MN,1862,
15/04/20,NJ,71030,
15/04/20,CA,39783,
15/04/20,WA,10783,
15/04/20,IN,8955,
15/04/20,VA,6889,
15/04/20,OR,1663,
15/04/20,NC,5123,5123
15/04/20,AL,6131,5833
15/04/20,FSM,0,
15/04/20,MT,415,
15/04/20,GU,135,
15/04/20,ID,1587,1507
15/04/20,VI,51,
15/04/20,SC,3779,3779
15/04/20,IL,24593,
15/04/20,RI,3930,
15/04/20,NV,3211,
15/04/20,ME,770,
15/04/20,MI,36112,34795
15/04/20,MO,5527,
15/04/20,NE,952,
15/04/20,MD,10784,
15/04/20,ND,365,
15/04/20,MS,4815,4791
15/04/20,WY,393,288
15/04/20,IA,1995,
15/04/20,AR,1583,
15/04/20,MA,29918,
15/04/20,NM,1484,
15/04/20,KS,1494,
15/04/20,CO,8280,
15/04/20,PR,974,
15/04/20,PA,26490,
15/04/20,FL,21865,
15/04/20,OK,2968,
15/04/20,AK,293,
15/04/20,RMI,0,
15/04/20,AS,0,
15/04/20,HI,535,
16/04/20,AK,300,
16/04/20,SD,1311,
16/04/20,NYC,117565,117565
16/04/20,PR,1043,
16/04/20,RMI,0,
16/04/20,PW,0,
16/04/20,PA,27735,27545
16/04/20,NM,1597,
16/04/20,OK,3058,
16/04/20,WY,401,296
16/04/20,OR,1736,
16/04/20,CT,15884,15884
16/04/20,ME,796,
16/04/20,NV,3321,
16/04/20,MS,5007,4982
16/04/20,ND,393,
16/04/20,MT,422,
16/04/20,RI,4310,
16/04/20,NH,1211,
16/04/20,IL,25733,
16/04/20,MO,5727,
16/04/20,KY,2429,
16/04/20,SC,4047,4047
16/04/20,NC,5465,5465
16/04/20,ID,1609,1528
16/04/20,MI,37172,35796
16/04/20,DE,2075,
16/04/20,WI,3875,
16/04/20,MD,11572,
16/04/20,DC,2350,
16/04/20,CA,41436,
16/04/20,NE,1066,
16/04/20,VI,53,
16/04/20,MN,2013,
16/04/20,VA,7491,7406
16/04/20,GU,135,
16/04/20,VT,768,
16/04/20,IN,9542,
16/04/20,NJ,75317,
16/04/20,AL,6345,6038
16/04/20,AZ,4234,
16/04/20,FSM,0,
16/04/20,WA,11152,
16/04/20,LA,22532,
16/04/20,TX,16455,
16/04/20,UT,2760,
16/04/20,IA,2141,
16/04/20,AS,0,
16/04/20,GA,15808,15801
16/04/20,KS,1588,
16/04/20,OH,8414,8239
16/04/20,MP,13,
16/04/20,AR,1635,
16/04/20,WV,739,
16/04/20,TN,6699,6681
16/04/20,MA,32181,
16/04/20,FL,22674,
16/04/20,NY,99138,
16/04/20,CO,8582,7941
16/04/20,HI,544,
17/04/20,NM,1711,
17/04/20,PR,1068,
17/04/20,HI,564,
17/04/20,TX,17371,
17/04/20,AR,1702,
17/04/20,CO,9047,
17/04/20,IA,2332,
17/04/20,NYC,122148,122148
17/04/20,NY,102290,
17/04/20,GA,16716,16709
17/04/20,RMI,0,
17/04/20,OH,9107,8858
17/04/20,MP,14,
17/04/20,PA,29442,
17/04/20,KS,1760,
17/04/20,OK,3128,
17/04/20,AK,309,
17/04/20,AS,0,
17/04/20,NH,1287,
17/04/20,NE,1138,
17/04/20,CA,43016,
17/04/20,AL,6555,6242
17/04/20,MO,5890,
17/04/20,GU,136,
17/04/20,ID,1655,1566
17/04/20,ND,439,
17/04/20,IN,10154,
17/04/20,NJ,78467,
17/04/20,ME,827,
17/04/20,AZ,4507,
17/04/20,IL,27575,
17/04/20,WI,4045,
17/04/20,MS,5223,5198
17/04/20,NC,5859,5859
17/04/20,MT,422,
17/04/20,WA,11445,
17/04/20,DC,2476,
17/04/20,MI,38304,36843
17/04/20,VT,779,
17/04/20,DE,2323,
17/04/20,KY,2522,
17/04/20,VI,54,
17/04/20,WY,412,305
17/04/20,MN,2174,
17/04/20,FSM,0,
17/04/20,LA,23118,
17/04/20,MD,11572,
17/04/20,CT,16809,
17/04/20,OR,1785,
17/04/20,SC,4206,4206
17/04/20,VA,8053,
17/04/20,RI,4601,
17/04/20,NV,3524,
17/04/20,MA,34402,
17/04/20,PW,0,
17/04/20,WV,775,
17/04/20,FL,24066,
17/04/20,TN,6928,6910
17/04/20,UT,2805,
17/04/20,SD,1411,
18/04/20,OK,3220,
18/04/20,NYC,128022,126368
18/04/20,MA,36372,
18/04/20,OH,10222,9939
18/04/20,CO,9433,
18/04/20,PW,0,
18/04/20,SD,1542,
18/04/20,WV,825,
18/04/20,AK,314,
18/04/20,NH,1342,
18/04/20,SC,4369,4369
18/04/20,MD,12308,
18/04/20,ID,1668,1577
18/04/20,VA,8053,
18/04/20,LA,23580,
18/04/20,WA,11802,
18/04/20,CA,44217,
18/04/20,AL,6750,6434
18/04/20,OR,1844,
18/04/20,VI,54,
18/04/20,NV,3626,
18/04/20,FSM,0,
18/04/20,DE,2538,
18/04/20,ND,528,
18/04/20,WY,423,310
18/04/20,RI,4886,
18/04/20,NC,6140,6140
18/04/20,MO,6039,
18/04/20,KY,2707,
18/04/20,GU,136,
18/04/20,IN,10641,
18/04/20,MS,5395,5370
18/04/20,MN,2213,
18/04/20,AZ,4719,
18/04/20,CT,17550,
18/04/20,DC,2666,
18/04/20,ME,847,
18/04/20,WI,4199,
18/04/20,MI,39323,37802
18/04/20,NJ,81436,
18/04/20,NE,1287,
18/04/20,VT,803,
18/04/20,MT,426,
18/04/20,IL,29160,
18/04/20,PR,1118,
18/04/20,UT,2946,
18/04/20,NM,1798,
18/04/20,PA,31070,
18/04/20,KS,1811,
18/04/20,AS,0,
18/04/20,HI,572,
18/04/20,IA,2513,
18/04/20,TX,18260,
18/04/20,RMI,0,
18/04/20,NY,105548,
18/04/20,TN,7229,7209
18/04/20,AR,1777,
18/04/20,FL,24797,
18/04/20,MP,14,
18/04/20,GA,17068,17059
19/04/20,RMI,0,0
19/04/20,OH,11602,11292
19/04/20,CO,9634,8915
19/04/20,AS,0,
19/04/20,NM,1845,
19/04/20,AR,1781,
19/04/20,TX,18923,
19/04/20,NYC,129788,129788
19/04/20,FL,25598,
19/04/20,UT,3151,3151
19/04/20,AK,319,
19/04/20,MA,38077,38077
19/04/20,IA,2902,
19/04/20,PW,0,
19/04/20,OR,1910,1910
19/04/20,KY,2960,2960
19/04/20,CA,45279,
19/04/20,NE,1474,
19/04/20,RI,5228,
19/04/20,DE,2745,2708
19/04/20,MD,13684,
19/04/20,VI,53,
19/04/20,IL,30357,30357
19/04/20,NH,1392,
19/04/20,NV,3728,
19/04/20,LA,23928,
19/04/20,NC,6493,6493
19/04/20,WY,426,313
19/04/20,AZ,4929,4929
19/04/20,DC,2793,
19/04/20,MO,6172,
19/04/20,VT,812,
19/04/20,FSM,0,0
19/04/20,ND,585,585
19/04/20,NJ,85301,85301
19/04/20,SC,4507,4507
19/04/20,CT,17962,17962
19/04/20,WA,11790,
19/04/20,MI,40154,38586
19/04/20,MS,5576,5550
19/04/20,VA,8990,8853
19/04/20,IN,11210,
19/04/20,MN,2470,
19/04/20,WI,4346,4346
19/04/20,MT,433,433
19/04/20,ID,1672,1581
19/04/20,GU,136,
19/04/20,AL,6876,6558
19/04/20,ME,867,867
19/04/20,PA,32284,31998
19/04/20,KS,1849,1849
19/04/20,OK,3309,
19/04/20,PR,1213,1213
19/04/20,HI,576,
19/04/20,TN,7564,7542
19/04/20,MP,14,14
19/04/20,SD,1635,
19/04/20,WV,863,863
19/04/20,NY,108350,
19/04/20,GA,17573,17564
20/04/20,MA,39643,39643
20/04/20,WV,902,902
20/04/20,SD,1685,
20/04/20,AS,0,
20/04/20,GA,18416,18407
20/04/20,FL,26329,
20/04/20,AR,1964,
20/04/20,TN,7763,7741
20/04/20,KS,1986,
20/04/20,TX,19458,
20/04/20,OK,3370,
20/04/20,OH,12919,12516
20/04/20,NYC,134874,134874
20/04/20,MN,2567,
20/04/20,ME,875,875
20/04/20,IL,31508,31508
20/04/20,WI,4499,4499
20/04/20,WY,428,317
20/04/20,KY,3050,
20/04/20,GU,136,
20/04/20,IN,11686,
20/04/20,CT,19815,18495
20/04/20,WA,12085,
20/04/20,DE,2745,
20/04/20,VT,816,
20/04/20,SC,4573,4573
20/04/20,AZ,5064,5064
20/04/20,OR,1956,1956
20/04/20,NJ,88806,88806
20/04/20,ID,1736,1638
20/04/20,NV,3830,
20/04/20,MO,6425,
20/04/20,MS,5890,5864
20/04/20,DC,2927,
20/04/20,VA,9630,9451
20/04/20,LA,24523,
20/04/20,MI,40773,39166
20/04/20,NH,1447,
20/04/20,ND,627,627
20/04/20,VI,54,
20/04/20,NC,6764,6764
20/04/20,AL,7177,6850
20/04/20,CA,47173,
20/04/20,MD,14193,
20/04/20,RI,5603,
20/04/20,NE,1648,
20/04/20,FSM,0,
20/04/20,MT,437,437
20/04/20,NY,110706,
20/04/20,MP,14,
20/04/20,RMI,0,
20/04/20,PR,1213,
20/04/20,HI,578,
20/04/20,PW,0,
20/04/20,NM,1971,
20/04/20,CO,10019,9260
20/04/20,AK,321,
20/04/20,UT,3259,3259
20/04/20,IA,3159,
20/04/20,PA,33232,32942
21/04/20,FL,27127,
21/04/20,OK,3527,
21/04/20,OH,13725,13250
21/04/20,KS,2025,2025
21/04/20,PA,34528,33923
21/04/20,NYC,138435,138435
21/04/20,NM,2072,
21/04/20,RMI,0,0
21/04/20,PR,1213,1213
21/04/20,IA,3641,
21/04/20,GA,19028,19019
21/04/20,HI,584,
21/04/20,AR,2262,
21/04/20,AS,0,
21/04/20,TN,8445,8417
21/04/20,AK,329,
21/04/20,MA,41199,41199
21/04/20,UT,3369,3369
21/04/20,WV,914,914
21/04/20,CO,10368,9536
21/04/20,TX,20196,
21/04/20,DE,3200,3159
21/04/20,DC,3098,
21/04/20,ND,644,644
21/04/20,CA,48831,
21/04/20,FSM,0,0
21/04/20,LA,24854,
21/04/20,KY,3192,3192
21/04/20,ID,1766,1659
21/04/20,VA,9630,9451
21/04/20,MT,439,439
21/04/20,WI,4620,4620
21/04/20,VI,54,
21/04/20,NH,1491,
21/04/20,NJ,92387,92387
21/04/20,AZ,5251,5251
21/04/20,NC,6951,6951
21/04/20,RI,5985,
21/04/20,GU,136,
21/04/20,VT,818,
21/04/20,MO,6646,
21/04/20,NE,1722,
21/04/20,WY,441,322
21/04/20,MD,14775,
21/04/20,ME,888,888
21/04/20,WA,12282,
21/04/20,CT,20360,18990
21/04/20,MI,41898,40218
21/04/20,IL,33059,33059
21/04/20,MS,6151,6125
21/04/20,AL,7449,7106
21/04/20,NV,3937,
21/04/20,MN,2721,
21/04/20,SC,4754,4754
21/04/20,OR,2002,2002
21/04/20,IN,12097,
21/04/20,NY,112365,
21/04/20,MP,14,14
21/04/20,SD,1754,
21/04/20,PW,0,
22/04/20,TX,21069,
22/04/20,AS,0,
22/04/20,AR,2281,
22/04/20,WV,963,963
22/04/20,UT,3540,3540
22/04/20,FL,27791,
22/04/20,OH,14117,13609
22/04/20,PW,0,
22/04/20,OK,3607,
22/04/20,TN,8799,8767
22/04/20,NYC,138435,138435
22/04/20,RMI,0,0
22/04/20,NY,114784,
22/04/20,NJ,95865,95865
22/04/20,ME,907,907
22/04/20,DC,3206,
22/04/20,WY,447,326
22/04/20,CT,22469,21302
22/04/20,ND,679,679
22/04/20,NE,1813,
22/04/20,MN,2721,
22/04/20,GU,138,
22/04/20,CA,50567,
22/04/20,DE,3308,3267
22/04/20,IL,35108,35108
22/04/20,OR,2059,2059
22/04/20,AL,7698,7348
22/04/20,WA,12494,
22/04/20,MO,6874,
22/04/20,VA,10998,10627
22/04/20,NV,4081,
22/04/20,VI,54,
22/04/20,NH,1588,
22/04/20,NC,7220,7220
22/04/20,ID,1802,1688
22/04/20,AZ,5459,5459
22/04/20,MS,6430,6404
22/04/20,IN,12438,
22/04/20,MI,43278,41513
22/04/20,SC,4899,4899
22/04/20,KY,3373,3373
22/04/20,FSM,0,0
22/04/20,RI,6375,
22/04/20,MD,15737,
22/04/20,VT,823,
22/04/20,WI,4845,4845
22/04/20,LA,25317,
22/04/20,MT,442,442
22/04/20,MA,42944,42944
22/04/20,PA,35684,35045
22/04/20,KS,2211,2211
22/04/20,AK,335,
22/04/20,CO,10825,9878
22/04/20,NM,2210,
22/04/20,PR,1213,1213
22/04/20,SD,1858,
22/04/20,GA,19925,19915
22/04/20,MP,14,14
22/04/20,IA,3748,
22/04/20,HI,589,
23/04/20,OH,14694,14142
23/04/20,KS,2482,2482
23/04/20,PW,0,
23/04/20,TN,9193,9159
23/04/20,MA,46023,46023
23/04/20,AR,2465,
23/04/20,MP,14,14
23/04/20,WV,981,981
23/04/20,IA,3924,
23/04/20,SD,1956,
23/04/20,PR,1416,1416
23/04/20,NYC,146139,146139
23/04/20,HI,592,
23/04/20,FL,28843,
23/04/20,CO,11182,10208
23/04/20,UT,3722,3722
23/04/20,OK,3694,
23/04/20,AL,7910,7554
23/04/20,ID,1836,1721
23/04/20,MD,16616,
23/04/20,DC,3361,
23/04/20,MN,3185,
23/04/20,WI,5052,5052
23/04/20,GU,140,
23/04/20,CT,23100,23100
23/04/20,MT,444,444
23/04/20,VA,11594,11169
23/04/20,MS,6665,6639
23/04/20,NJ,99989,99989
23/04/20,ME,937,937
23/04/20,IL,36934,36934
23/04/20,VI,54,
23/04/20,WA,12753,
23/04/20,RI,6800,
23/04/20,NV,4208,
23/04/20,FSM,0,0
23/04/20,MI,44749,42893
23/04/20,OR,2127,2127
23/04/20,WY,453,332
23/04/20,ND,709,709
23/04/20,VT,825,
23/04/20,CA,52401,
23/04/20,DE,3442,3401
23/04/20,NC,7608,7608
23/04/20,MO,7099,
23/04/20,SC,5047,5047
23/04/20,KY,3481,3481
23/04/20,IN,13039,
23/04/20,NH,1670,
23/04/20,AZ,5769,5769
23/04/20,NE,2124,
23/04/20,LA,25798,
23/04/20,AS,0,
23/04/20,NY,117605,
23/04/20,NM,2379,
23/04/20,PA,37053,36665
23/04/20,AK,337,
23/04/20,GA,20856,20845
23/04/20,RMI,0,0
23/04/20,TX,21944,
24/04/20,MA,50969,50969
24/04/20,GA,21537,21526
24/04/20,OK,3783,
24/04/20,UT,3782,3782
24/04/20,IA,4445,
24/04/20,NM,2521,
24/04/20,NYC,146139,146139
24/04/20,AK,339,
24/04/20,NY,121117,
24/04/20,TN,9541,9504
24/04/20,PA,38652,38652
24/04/20,CO,12184,10995
24/04/20,NC,8052,8052
24/04/20,ME,965,965
24/04/20,DC,3528,
24/04/20,MI,46021,44029
24/04/20,GU,141,
24/04/20,WY,473,349
24/04/20,ND,748,748
24/04/20,WI,5356,5356
24/04/20,MN,3185,
24/04/20,LA,26140,
24/04/20,IN,13680,
24/04/20,AZ,6045,6045
24/04/20,NV,4398,
24/04/20,WA,12977,
24/04/20,CT,23921,23921
24/04/20,AL,8124,7761
24/04/20,KY,3779,3779
24/04/20,VT,827,
24/04/20,FSM,0,0
24/04/20,NJ,102196,102196
24/04/20,RI,7208,
24/04/20,MS,6942,6915
24/04/20,SC,5223,5223
24/04/20,MO,7304,
24/04/20,VA,12366,11902
24/04/20,VI,54,
24/04/20,IL,39658,39658
24/04/20,NH,1720,
24/04/20,NE,2421,
24/04/20,ID,1870,1750
24/04/20,DE,3442,3442
24/04/20,CA,54402,
24/04/20,MD,16616,
24/04/20,MT,444,444
24/04/20,OR,2177,2177
24/04/20,PW,0,
24/04/20,SD,2040,
24/04/20,MP,14,14
24/04/20,OH,15169,14581
24/04/20,WV,1010,1010
24/04/20,HI,594,
24/04/20,TX,22806,
24/04/20,PR,1416,1416
24/04/20,KS,2777,2777
24/04/20,AS,0,
24/04/20,RMI,0,0
24/04/20,FL,29707,
24/04/20,AR,2810,
25/04/20,RMI,0,0
25/04/20,MP,14,14
25/04/20,KS,3056,3056
25/04/20,PR,1416,1416
25/04/20,MA,53348,53348
25/04/20,AS,0,
25/04/20,TN,9987,9939
25/04/20,AK,339,
25/04/20,IA,5092,
25/04/20,NY,127030,
25/04/20,WV,1025,1025
25/04/20,OH,15587,14983
25/04/20,PW,0,
25/04/20,TX,23773,
25/04/20,NM,2660,
25/04/20,VA,12366,11902
25/04/20,MT,445,445
25/04/20,NJ,105523,105523
25/04/20,RI,7511,
25/04/20,VI,55,
25/04/20,LA,26512,
25/04/20,AZ,6280,6280
25/04/20,IN,14395,
25/04/20,MN,3446,
25/04/20,IL,41777,41777
25/04/20,WI,5687,5687
25/04/20,NV,4539,
25/04/20,DE,3576,3576
25/04/20,VT,843,
25/04/20,DC,3699,
25/04/20,CA,56001,
25/04/20,GU,141,
25/04/20,ND,803,803
25/04/20,WA,13319,
25/04/20,NH,1787,
25/04/20,SC,5480,5480
25/04/20,MO,7422,
25/04/20,NE,2732,
25/04/20,NC,8623,8623
25/04/20,WY,491,362
25/04/20,MS,7135,7107
25/04/20,CT,24582,24582
25/04/20,KY,3905,3905
25/04/20,OR,2253,2253
25/04/20,MI,47383,45247
25/04/20,MD,17766,
25/04/20,ID,1887,1760
25/04/20,ME,990,990
25/04/20,FSM,0,0
25/04/20,AL,8340,7976
25/04/20,SD,2147,
25/04/20,CO,12868,11533
25/04/20,FL,29996,
25/04/20,NYC,150576,150576
25/04/20,HI,596,
25/04/20,UT,3948,3948
25/04/20,GA,22223,22212
25/04/20,PA,40049,40049
25/04/20,OK,3885,
25/04/20,AR,2909,
26/04/20,UT,4214,4214
26/04/20,SD,2212,
26/04/20,CO,13350,11980
26/04/20,PW,0,
26/04/20,NM,2726,
26/04/20,RMI,0,0
26/04/20,TN,10195,10144
26/04/20,AR,2941,
26/04/20,MA,54938,54938
26/04/20,OK,3947,
26/04/20,TX,24631,
26/04/20,WI,5911,5911
26/04/20,IN,15012,
26/04/20,VT,851,
26/04/20,MI,48068,45861
26/04/20,DE,4162,4118
26/04/20,WY,502,370
26/04/20,IL,43903,43903
26/04/20,NV,4602,
26/04/20,MT,449,449
26/04/20,ME,1023,1005
26/04/20,ID,1897,1768
26/04/20,NJ,109038,109038
26/04/20,NH,1864,
26/04/20,VA,13535,13036
26/04/20,CT,25269,23853
26/04/20,MS,7307,7279
26/04/20,LA,26832,
26/04/20,VI,57,
26/04/20,KY,4074,4074
26/04/20,SC,5631,5631
26/04/20,MD,19487,
26/04/20,AL,8515,8146
26/04/20,MN,3602,
26/04/20,NC,8830,8830
26/04/20,RI,7797,
26/04/20,NE,3028,
26/04/20,AZ,6526,6526
26/04/20,WA,13521,
26/04/20,MO,7494,
26/04/20,DC,3841,
26/04/20,OR,2311,2311
26/04/20,CA,57252,
26/04/20,ND,867,867
26/04/20,FSM,0,0
26/04/20,GU,142,
26/04/20,WV,1053,1053
26/04/20,NY,129787,
26/04/20,AS,0,
26/04/20,OH,15963,15360
26/04/20,PR,1371,1371
26/04/20,KS,3174,3174
26/04/20,HI,597,
26/04/20,AK,341,
26/04/20,FL,30680,
26/04/20,NYC,153204,153204
26/04/20,GA,22494,22483
26/04/20,IA,5475,
26/04/20,PA,41165,40678
26/04/20,MP,14,14
27/04/20,TX,25297,
27/04/20,IA,5868,
27/04/20,KS,3328,3328
27/04/20,PA,42050,41556
27/04/20,TN,10308,10255
27/04/20,UT,4307,4307
27/04/20,AK,345,
27/04/20,OK,4004,
27/04/20,FL,31290,
27/04/20,NY,131507,
27/04/20,PR,1389,1389
27/04/20,RMI,0,0
27/04/20,OH,16325,15699
27/04/20,CO,13798,12374
27/04/20,LA,27111,
27/04/20,NH,1938,
27/04/20,ME,1040,1015
27/04/20,MO,7764,
27/04/20,VA,14339,13794
27/04/20,GU,144,
27/04/20,WA,13686,
27/04/20,CT,25997,25997
27/04/20,DE,4575,4446
27/04/20,OR,2354,2354
27/04/20,IN,15961,
27/04/20,KY,4146,4146
27/04/20,AZ,6716,6716
27/04/20,MT,451,451
27/04/20,VI,59,
27/04/20,MI,48720,46452
27/04/20,IL,45883,45883
27/04/20,ID,1917,1785
27/04/20,CA,59476,
27/04/20,NJ,111188,111188
27/04/20,FSM,0,0
27/04/20,AL,8856,8477
27/04/20,DC,3892,
27/04/20,WY,520,389
27/04/20,NV,4690,
27/04/20,MS,7625,7594
27/04/20,MD,20113,
27/04/20,WI,6081,6081
27/04/20,VT,855,
27/04/20,RI,8008,
27/04/20,SC,5783,5783
27/04/20,MN,4181,
27/04/20,NC,9142,9142
27/04/20,NE,3358,
27/04/20,ND,942,942
27/04/20,NYC,156100,156100
27/04/20,SD,2245,
27/04/20,GA,23268,23257
27/04/20,WV,1077,1077
27/04/20,AR,3055,
27/04/20,AS,0,
27/04/20,PW,0,
27/04/20,MP,14,14
27/04/20,HI,598,
27/04/20,MA,56462,56462
27/04/20,NM,2823,
28/04/20,IA,6376,
28/04/20,MP,14,14
28/04/20,OH,16769,16128
28/04/20,CO,14238,12741
28/04/20,PA,43264,42734
28/04/20,GA,23850,23839
28/04/20,PW,0,
28/04/20,SD,2313,
28/04/20,MA,58302,58302
28/04/20,AK,351,
28/04/20,KS,3491,3491
28/04/20,AS,0,
28/04/20,NYC,157713,157713
28/04/20,MT,451,451
28/04/20,WY,536,396
28/04/20,GU,145,
28/04/20,MS,7906,7873
28/04/20,IN,16588,
28/04/20,NH,2010,
28/04/20,WA,13842,
28/04/20,MD,20849,
28/04/20,NV,4812,
28/04/20,CT,26312,24844
28/04/20,KY,4375,4375
28/04/20,NE,3374,
28/04/20,CA,61562,
28/04/20,MN,4645,
28/04/20,VT,862,
28/04/20,VI,59,
28/04/20,DC,3994,
28/04/20,LA,27329,
28/04/20,ID,1952,1810
28/04/20,MI,49970,47602
28/04/20,SC,5893,5893
28/04/20,MO,8130,
28/04/20,AZ,6948,6948
28/04/20,IL,48102,48102
28/04/20,FSM,0,0
28/04/20,VA,14961,14328
28/04/20,AL,9175,8789
28/04/20,ND,991,991
28/04/20,RI,8353,
28/04/20,WI,6289,6289
28/04/20,NC,9568,9568
28/04/20,NJ,113857,
28/04/20,DE,4655,4526
28/04/20,OR,2385,2385
28/04/20,ME,1056,1029
28/04/20,FL,31986,
28/04/20,HI,602,
28/04/20,NM,2974,
28/04/20,OK,4193,
28/04/20,TX,26171,
28/04/20,WV,1095,1095
28/04/20,PR,1400,1400
28/04/20,NY,132768,
28/04/20,TN,10727,10672
28/04/20,AR,3121,
28/04/20,UT,4423,4423
28/04/20,RMI,0,0
29/04/20,KS,3738,3738
29/04/20,PW,0,
29/04/20,WV,1109,1109
29/04/20,SD,2373,
29/04/20,AS,0,
29/04/20,AK,355,
29/04/20,FL,32318,
29/04/20,NYC,159865,159865
29/04/20,ID,1984,1831
29/04/20,ND,1033,1033
29/04/20,IL,50355,50355
29/04/20,WA,14070,
29/04/20,WI,6520,6520
29/04/20,DE,4734,4605
29/04/20,VA,15846,15180
29/04/20,NH,2054,
29/04/20,OR,2446,2446
29/04/20,SC,6010,6010
29/04/20,FSM,0,0
29/04/20,IN,17182,
29/04/20,AL,9444,9050
29/04/20,MI,51178,48710
29/04/20,LA,27703,
29/04/20,CT,26767,25265
29/04/20,VT,862,
29/04/20,MN,5136,
29/04/20,MO,8437,
29/04/20,NJ,116265,
29/04/20,NV,4898,
29/04/20,WY,544,404
29/04/20,CA,63576,
29/04/20,GU,145,
29/04/20,MT,451,451
29/04/20,NE,3784,
29/04/20,VI,66,
29/04/20,AZ,7202,7202
29/04/20,NC,9948,9948
29/04/20,DC,4106,
29/04/20,ME,1095,1064
29/04/20,RI,8711,
29/04/20,MS,8207,8171
29/04/20,KY,4539,4539
29/04/20,MD,21742,
29/04/20,MP,14,14
29/04/20,CO,14675,13148
29/04/20,UT,4605,4605
29/04/20,OK,4341,
29/04/20,AR,3192,
29/04/20,GA,24704,24693
29/04/20,TX,27054,
29/04/20,TN,11791,11731
29/04/20,IA,6843,
29/04/20,NM,3213,
29/04/20,MA,60265,60265
29/04/20,OH,17303,16601
29/04/20,PR,1433,1433
29/04/20,RMI,0,0
29/04/20,NY,134850,
29/04/20,PA,44366,43802
29/04/20,HI,606,
30/04/20,MA,62205,62205
30/04/20,FL,33690,
30/04/20,OK,4439,
30/04/20,AK,355,
30/04/20,IA,7145,
30/04/20,CO,15182,13637
30/04/20,WV,1125,1125
30/04/20,RMI,0,0
30/04/20,GA,25241,25230
30/04/20,HI,607,
30/04/20,UT,4753,4753
30/04/20,KS,4238,4238
